TargetVariable,age,job,marital,month,education,default,housing,loan,day_of_week,campaign,previous,poutcome,year,euribor3m,emp.var.rate,prod_indices
0,35,employees,married,nov,high,0,0,0,wed,1,0,nonexistent,2008,0.686151,0.302869,0.124252
0,33,employees,married,may,basic,0,0,1,fri,4,0,nonexistent,2008,1.07894,1.00307,0.605572
0,30,employees,married,nov,high,0,1,0,thu,2,0,nonexistent,2008,0.662765,0.302869,0.124252
0,32,employees,divorced,jul,basic,0,1,0,tue,4,0,nonexistent,2008,1.13315,1.17812,-0.327017
0,56,non-employed,married,jun,basic,0,0,0,thu,2,0,nonexistent,2008,1.13315,1.17812,-0.446428
0,35,employees,married,may,intermediate,0,0,1,tue,3,0,nonexistent,2008,1.07787,1.00307,0.605572
0,25,employees,single,jul,high,0,1,0,thu,5,0,nonexistent,2008,1.13156,1.17812,-0.327017
0,28,employees,single,may,intermediate,0,0,0,wed,1,0,nonexistent,2008,1.07894,1.00307,0.605572
0,54,executives,divorced,dec,intermediate,0,1,0,mon,1,1,success,2009,-1.12364,-1.38929,-1.54043
0,32,employees,married,may,basic,0,1,0,wed,2,0,nonexistent,2008,1.07787,1.00307,0.605572
0,32,employees,married,apr,intermediate,0,0,0,fri,1,1,failure,2009,-0.717563,-0.689088,0.736121
0,59,employees,married,jul,intermediate,0,1,0,wed,2,0,nonexistent,2009,-0.956742,-1.33094,-1.8813
0,52,non-employed,married,jul,basic,0,0,0,mon,1,0,nonexistent,2008,1.13262,1.17812,-0.327017
0,21,non-employed,single,may,intermediate,0,0,0,thu,1,1,failure,2009,-0.830775,-0.689088,0.949409
0,53,employees,divorced,jul,basic,0,1,0,tue,1,0,nonexistent,2008,1.13315,1.17812,-0.327017
0,61,executives,married,oct,intermediate,0,0,0,thu,2,0,nonexistent,2009,-1.11992,-1.62269,-3.917
0,36,employees,married,may,basic,0,1,0,thu,1,0,nonexistent,2008,1.07681,1.00307,0.605572
0,39,employees,single,may,basic,0,0,0,thu,1,0,nonexistent,2009,-0.830775,-0.689088,0.949409
0,33,employees,married,jul,basic,0,0,0,fri,2,0,nonexistent,2008,1.13421,1.17812,-0.327017
0,26,employees,married,may,basic,0,1,0,mon,3,0,nonexistent,2008,1.07787,1.00307,0.605572
0,33,executives,single,jun,high,0,1,0,thu,3,0,nonexistent,2008,1.13156,1.17812,-0.446428
0,39,executives,married,dec,intermediate,0,1,0,tue,1,0,nonexistent,2008,0.318347,0.244518,1.12313
0,26,employees,single,may,intermediate,0,0,0,fri,3,0,nonexistent,2009,-0.839279,-0.689088,0.949409
0,26,employees,married,jun,high,0,1,0,thu,2,0,nonexistent,2008,1.08266,1.17812,-0.446428
0,26,employees,married,jul,basic,0,0,0,wed,5,0,nonexistent,2008,1.13421,1.17812,-0.327017
0,41,employees,married,may,high,0,0,0,thu,1,0,nonexistent,2008,1.07947,1.00307,0.605572
0,26,employees,divorced,may,basic,0,1,0,wed,2,0,nonexistent,2008,1.0784,1.00307,0.605572
0,40,employees,single,aug,high,0,0,1,thu,5,0,nonexistent,2008,1.13368,1.17812,-0.00703283
0,31,employees,single,may,high,0,1,1,mon,5,0,nonexistent,2008,1.07787,1.00307,0.605572
0,57,employees,single,aug,high,0,0,0,thu,1,0,nonexistent,2008,1.13687,1.17812,-0.00703283
0,39,employees,married,may,basic,0,1,0,tue,2,0,nonexistent,2008,1.07734,1.00307,0.605572
0,32,executives,single,aug,high,0,1,0,wed,5,0,nonexistent,2008,1.13528,1.17812,-0.00703283
0,36,executives,married,may,intermediate,0,1,0,thu,1,0,nonexistent,2009,-0.798353,-0.689088,0.949409
0,27,executives,married,jul,basic,0,0,1,mon,3,0,nonexistent,2008,1.13368,1.17812,-0.327017
0,29,employees,single,jun,high,0,0,0,thu,2,0,nonexistent,2009,-0.833964,-1.33094,0.0741196
0,36,executives,married,may,high,0,1,0,mon,3,0,nonexistent,2008,1.0784,1.00307,0.605572
0,33,executives,married,may,high,0,1,0,wed,1,0,nonexistent,2008,1.0784,1.00307,0.605572
0,34,employees,single,may,intermediate,0,1,0,thu,3,1,failure,2009,-0.798353,-0.689088,0.949409
0,45,employees,married,aug,basic,0,1,0,wed,5,0,nonexistent,2008,1.13634,1.17812,-0.00703283
0,45,employees,married,may,basic,0,0,0,tue,1,0,nonexistent,2008,1.07734,1.00307,0.605572
0,49,employees,divorced,jun,high,0,0,0,thu,1,0,nonexistent,2008,1.08266,1.17812,-0.446428
0,28,employees,married,jul,intermediate,0,0,0,fri,2,0,nonexistent,2008,1.13421,1.17812,-0.327017
0,32,employees,single,jun,high,0,1,1,wed,2,1,failure,2009,-0.842468,-1.33094,0.0741196
0,37,employees,single,may,intermediate,0,0,0,wed,1,0,nonexistent,2009,-0.794632,-0.689088,0.949409
0,28,employees,single,may,intermediate,0,1,0,wed,1,0,nonexistent,2009,-0.822802,-0.689088,0.949409
0,36,employees,divorced,may,basic,0,1,0,tue,2,0,nonexistent,2009,-0.817487,-0.689088,0.949409
0,30,employees,single,may,basic,0,1,0,fri,2,0,nonexistent,2009,-0.839279,-0.689088,0.949409
0,32,employees,divorced,nov,high,0,1,0,thu,1,0,nonexistent,2008,0.662765,0.302869,0.124252
0,33,employees,married,aug,high,0,0,0,mon,2,0,nonexistent,2008,1.13528,1.17812,-0.00703283
0,38,executives,married,may,high,0,1,0,thu,3,1,failure,2009,-0.798353,-0.689088,0.949409
0,40,employees,married,jun,basic,0,0,0,mon,1,0,nonexistent,2008,1.13262,1.17812,-0.446428
0,35,employees,single,may,high,0,0,0,tue,1,0,nonexistent,2008,1.07734,1.00307,0.605572
0,35,employees,divorced,apr,basic,0,1,0,fri,1,0,nonexistent,2009,-0.756895,-0.689088,0.736121
0,43,employees,divorced,jul,intermediate,0,0,0,mon,2,0,nonexistent,2008,1.13368,1.17812,-0.327017
0,43,employees,single,aug,high,0,1,0,thu,5,0,nonexistent,2008,1.13368,1.17812,-0.00703283
0,37,employees,married,may,basic,0,1,0,thu,2,0,nonexistent,2009,-0.798353,-0.689088,0.949409
0,54,employees,married,jun,high,0,1,0,thu,1,0,nonexistent,2009,-0.833964,-1.33094,0.0741196
0,38,employees,single,nov,basic,0,1,0,wed,1,0,nonexistent,2008,0.686151,0.302869,0.124252
0,46,executives,married,apr,high,0,1,1,thu,5,0,nonexistent,2009,-0.754237,-0.689088,0.736121
0,29,executives,married,jul,high,0,1,0,tue,1,0,nonexistent,2008,1.13315,1.17812,-0.327017
0,56,non-employed,married,jul,basic,0,1,0,wed,1,0,nonexistent,2008,1.13421,1.17812,-0.327017
0,31,executives,married,aug,high,0,1,0,wed,1,0,nonexistent,2008,1.13474,1.17812,-0.00703283
0,34,executives,married,aug,intermediate,0,1,0,fri,1,0,nonexistent,2008,1.13474,1.17812,-0.00703283
0,56,executives,married,jul,intermediate,0,1,0,thu,1,0,nonexistent,2008,1.13368,1.17812,-0.327017
0,37,employees,married,may,intermediate,0,1,0,wed,1,0,nonexistent,2008,1.07894,1.00307,0.605572
0,40,employees,single,jul,basic,0,0,0,mon,1,0,nonexistent,2008,1.13262,1.17812,-0.327017
0,22,non-employed,single,may,intermediate,0,0,0,tue,1,0,nonexistent,2009,-0.830775,-0.689088,0.949409
0,55,executives,divorced,aug,intermediate,0,0,0,fri,1,0,nonexistent,2008,1.13474,1.17812,-0.00703283
0,32,executives,married,aug,high,0,1,1,wed,1,0,nonexistent,2008,1.13528,1.17812,-0.00703283
0,23,employees,single,dec,intermediate,0,1,0,fri,6,0,nonexistent,2009,-1.12629,-1.38929,-1.54043
0,47,employees,married,jun,intermediate,0,0,0,fri,2,0,nonexistent,2008,1.13634,1.17812,-0.446428
0,28,executives,married,may,basic,0,1,0,tue,1,0,nonexistent,2009,-0.817487,-0.689088,0.949409
0,34,employees,married,may,basic,0,1,1,fri,1,0,nonexistent,2009,-0.805794,-0.689088,0.949409
0,49,employees,married,jun,intermediate,0,0,1,wed,1,0,nonexistent,2008,1.13209,1.17812,-0.446428
0,49,employees,married,may,intermediate,0,0,0,tue,1,1,success,2009,-0.789317,-0.689088,0.949409
0,33,employees,married,may,intermediate,0,0,0,mon,4,0,nonexistent,2008,1.0784,1.00307,0.605572
0,44,executives,single,jul,high,0,0,1,fri,2,0,nonexistent,2008,1.13421,1.17812,-0.327017
0,45,employees,divorced,may,basic,0,0,0,tue,2,0,nonexistent,2008,1.07787,1.00307,0.605572
0,27,employees,single,jul,high,0,0,0,wed,1,0,nonexistent,2008,1.13368,1.17812,-0.327017
0,42,employees,married,may,intermediate,0,1,0,thu,1,0,nonexistent,2009,-0.830775,-0.689088,0.949409
0,49,employees,married,aug,basic,0,1,1,thu,4,0,nonexistent,2008,1.13421,1.17812,-0.00703283
0,26,executives,single,jul,high,0,0,0,fri,1,0,nonexistent,2008,1.13421,1.17812,-0.327017
0,30,executives,married,jun,high,0,0,1,fri,1,1,failure,2010,-1.1061,-0.630737,0.0818715
0,32,executives,married,aug,intermediate,0,1,0,mon,1,0,nonexistent,2008,1.13528,1.17812,-0.00703283
0,45,executives,single,may,high,0,0,0,fri,1,1,failure,2009,-0.805794,-0.689088,0.949409
0,30,executives,married,aug,intermediate,0,0,0,mon,2,0,nonexistent,2008,1.13528,1.17812,-0.00703283
0,36,employees,married,nov,intermediate,0,0,0,mon,1,0,nonexistent,2008,0.723888,0.302869,0.124252
0,29,executives,divorced,jun,high,0,0,1,tue,2,0,nonexistent,2008,1.13315,1.17812,-0.446428
0,24,executives,single,jul,basic,0,1,0,wed,1,0,nonexistent,2008,1.13421,1.17812,-0.327017
0,54,employees,married,jul,basic,0,1,0,mon,2,0,nonexistent,2008,1.13262,1.17812,-0.327017
0,56,executives,married,jul,intermediate,0,1,0,tue,1,0,nonexistent,2008,1.13315,1.17812,-0.327017
0,31,employees,married,nov,high,0,0,0,wed,2,0,nonexistent,2008,0.686151,0.302869,0.124252
0,30,employees,single,nov,basic,0,0,0,wed,1,0,nonexistent,2008,0.686151,0.302869,0.124252
0,34,employees,single,jun,intermediate,0,0,1,wed,1,0,nonexistent,2008,1.13368,1.17812,-0.446428
0,31,employees,married,jul,intermediate,0,0,0,thu,1,0,nonexistent,2008,1.13421,1.17812,-0.327017
0,46,employees,single,jul,high,0,1,1,tue,1,0,nonexistent,2008,1.13315,1.17812,-0.327017
0,29,employees,married,may,basic,0,0,0,wed,1,1,success,2009,-0.822802,-0.689088,0.949409
0,25,employees,single,may,intermediate,0,0,0,fri,8,0,nonexistent,2009,-0.805794,-0.689088,0.949409
0,54,employees,married,aug,basic,0,1,0,thu,3,0,nonexistent,2008,1.13474,1.17812,-0.00703283
0,54,executives,married,nov,intermediate,0,0,0,mon,1,0,nonexistent,2008,0.723888,0.302869,0.124252
0,50,employees,married,aug,high,0,1,0,tue,8,0,nonexistent,2008,1.13581,1.17812,-0.00703283
0,48,employees,married,jul,basic,0,1,0,wed,1,0,nonexistent,2008,1.13102,1.17812,-0.327017
0,53,executives,married,may,intermediate,0,0,0,fri,2,0,nonexistent,2008,1.07894,1.00307,0.605572
0,35,employees,single,may,intermediate,0,1,0,wed,2,0,nonexistent,2009,-0.822802,-0.689088,0.949409
0,38,employees,married,may,basic,0,0,0,wed,1,1,failure,2009,-0.794632,-0.689088,0.949409
0,27,employees,single,jul,high,0,1,0,thu,1,0,nonexistent,2008,1.13421,1.17812,-0.327017
0,25,employees,single,jul,basic,0,1,0,fri,3,0,nonexistent,2008,1.13421,1.17812,-0.327017
0,42,employees,married,may,basic,0,1,0,wed,1,0,nonexistent,2008,1.07894,1.00307,0.605572
0,37,executives,divorced,apr,intermediate,0,1,0,thu,1,1,failure,2009,-0.754237,-0.689088,0.736121
0,42,executives,married,jul,high,0,0,1,thu,2,0,nonexistent,2008,1.13687,1.17812,-0.327017
0,35,executives,married,nov,intermediate,0,1,0,tue,1,0,nonexistent,2008,0.703691,0.302869,0.124252
0,33,non-employed,married,may,intermediate,0,1,0,mon,1,1,failure,2009,-0.831838,-0.689088,0.949409
0,33,executives,single,aug,high,0,1,0,thu,11,0,nonexistent,2008,1.13368,1.17812,-0.00703283
0,34,employees,married,may,basic,0,1,1,wed,2,0,nonexistent,2008,1.07787,1.00307,0.605572
0,29,employees,married,nov,high,0,0,0,mon,1,1,failure,2008,0.723888,0.302869,0.124252
0,52,executives,married,may,intermediate,0,1,0,wed,2,0,nonexistent,2008,1.07734,1.00307,0.605572
0,25,employees,single,apr,high,0,0,1,thu,2,0,nonexistent,2009,-0.778155,-0.689088,0.736121
0,26,non-employed,single,jun,intermediate,0,1,0,thu,1,0,nonexistent,2010,-1.10929,-0.630737,0.0818715
0,35,executives,married,aug,intermediate,0,0,0,thu,1,0,nonexistent,2008,1.13687,1.17812,-0.00703283
0,31,employees,single,sep,intermediate,0,0,0,mon,1,0,nonexistent,2010,-1.03647,-0.280635,0.596777
0,53,executives,married,may,high,0,0,0,mon,2,0,nonexistent,2009,-0.842468,-0.689088,0.949409
0,31,employees,single,jul,high,0,1,0,tue,3,0,nonexistent,2008,1.13315,1.17812,-0.327017
0,48,employees,married,jun,basic,0,0,0,thu,2,0,nonexistent,2008,1.08266,1.17812,-0.446428
0,32,employees,married,jun,basic,0,1,1,tue,2,0,nonexistent,2008,1.13315,1.17812,-0.446428
0,29,employees,single,jun,intermediate,0,1,0,fri,4,0,nonexistent,2008,1.13634,1.17812,-0.446428
0,30,employees,married,may,basic,0,0,1,mon,6,0,nonexistent,2008,1.07787,1.00307,0.605572
0,26,employees,married,jul,intermediate,0,1,0,thu,1,0,nonexistent,2008,1.13687,1.17812,-0.327017
0,54,employees,single,nov,high,0,1,0,tue,1,1,failure,2008,0.703691,0.302869,0.124252
0,43,employees,married,nov,high,0,0,0,mon,2,0,nonexistent,2008,0.723888,0.302869,0.124252
0,27,employees,single,jul,basic,0,1,0,thu,1,0,nonexistent,2008,1.13421,1.17812,-0.327017
0,49,employees,married,may,basic,0,0,0,wed,8,0,nonexistent,2008,1.07894,1.00307,0.605572
0,32,executives,married,may,high,0,1,0,tue,3,0,nonexistent,2008,1.07787,1.00307,0.605572
0,37,executives,single,aug,high,0,1,0,wed,3,0,nonexistent,2008,1.13474,1.17812,-0.00703283
0,35,employees,married,apr,high,0,1,0,mon,1,2,failure,2010,-1.16244,-0.689088,0.48773
0,29,executives,divorced,jul,intermediate,0,0,0,wed,1,0,nonexistent,2008,1.13102,1.17812,-0.327017
0,37,employees,married,may,high,0,0,0,tue,1,2,failure,2010,-1.14862,-0.689088,0.0331482
0,35,employees,single,jul,intermediate,0,0,0,fri,12,0,nonexistent,2008,1.13368,1.17812,-0.327017
0,29,executives,married,jul,high,0,0,0,thu,1,0,nonexistent,2008,1.13687,1.17812,-0.327017
0,41,employees,single,may,high,0,0,0,thu,1,0,nonexistent,2008,1.07681,1.00307,0.605572
0,23,employees,single,jun,intermediate,0,0,0,wed,9,0,nonexistent,2008,1.08159,1.17812,-0.446428
0,33,executives,single,aug,intermediate,0,0,0,thu,1,0,nonexistent,2008,1.13687,1.17812,-0.00703283
0,36,executives,married,apr,basic,0,1,0,fri,1,0,nonexistent,2009,-0.756895,-0.689088,0.736121
0,37,employees,single,jun,high,0,0,0,tue,7,0,nonexistent,2008,1.13315,1.17812,-0.446428
0,40,employees,divorced,jul,high,0,1,0,wed,1,0,nonexistent,2008,1.13421,1.17812,-0.327017
0,32,employees,divorced,may,intermediate,0,0,0,tue,1,0,nonexistent,2008,1.07734,1.00307,0.605572
0,33,executives,single,aug,intermediate,0,0,1,tue,1,0,nonexistent,2008,1.13421,1.17812,-0.00703283
0,48,employees,married,may,intermediate,0,0,0,mon,2,0,nonexistent,2008,1.07787,1.00307,0.605572
0,32,employees,single,jul,intermediate,0,0,0,thu,4,0,nonexistent,2008,1.13687,1.17812,-0.327017
0,27,employees,single,aug,intermediate,0,0,0,fri,1,0,nonexistent,2010,-1.03169,-0.630737,0.327002
0,41,executives,married,may,high,0,0,1,thu,1,0,nonexistent,2009,-0.798353,-0.689088,0.949409
0,28,employees,single,jun,high,0,0,0,mon,1,0,nonexistent,2009,-0.833964,-1.33094,0.0741196
0,55,employees,divorced,jul,intermediate,0,0,0,mon,7,0,nonexistent,2008,1.13368,1.17812,-0.327017
0,29,employees,married,may,basic,0,0,0,wed,1,0,nonexistent,2008,1.0784,1.00307,0.605572
0,38,executives,single,may,intermediate,0,1,0,mon,7,1,failure,2009,-0.842468,-0.689088,0.949409
0,42,employees,divorced,jun,basic,0,0,0,mon,2,0,nonexistent,2008,1.13315,1.17812,-0.446428
0,28,executives,single,jul,intermediate,0,0,0,tue,7,0,nonexistent,2008,1.13315,1.17812,-0.327017
0,49,executives,married,jun,high,0,1,1,thu,3,0,nonexistent,2008,1.08266,1.17812,-0.446428
0,56,executives,divorced,jun,basic,0,1,0,fri,8,0,nonexistent,2008,1.13209,1.17812,-0.446428
0,23,non-employed,single,oct,intermediate,0,1,0,thu,3,0,nonexistent,2010,-0.958868,-0.280635,-3.05486
0,41,executives,married,nov,high,0,1,1,fri,2,0,nonexistent,2008,0.633532,0.302869,0.124252
0,26,employees,single,may,high,0,0,0,tue,4,1,failure,2009,-0.830775,-0.689088,0.949409
0,31,employees,single,jul,intermediate,0,0,0,tue,1,0,nonexistent,2008,1.13315,1.17812,-0.327017
0,33,employees,married,jul,high,0,1,0,tue,5,0,nonexistent,2008,1.13368,1.17812,-0.327017
0,44,executives,married,may,high,0,1,0,fri,1,1,failure,2009,-0.839279,-0.689088,0.949409
0,45,employees,married,may,intermediate,0,1,1,thu,3,0,nonexistent,2009,-0.828649,-0.689088,0.949409
0,31,employees,single,nov,basic,0,0,0,tue,1,0,nonexistent,2008,0.703691,0.302869,0.124252
0,56,non-employed,married,may,basic,0,1,0,wed,3,0,nonexistent,2008,1.07787,1.00307,0.605572
0,34,employees,married,may,high,0,0,0,fri,1,0,nonexistent,2009,-0.834495,-0.689088,0.949409
0,54,executives,married,aug,high,0,0,0,thu,21,0,nonexistent,2008,1.13368,1.17812,-0.00703283
0,38,employees,married,jun,high,0,0,0,fri,5,0,nonexistent,2008,1.13209,1.17812,-0.446428
0,34,employees,divorced,jul,basic,0,0,0,fri,1,0,nonexistent,2008,1.13421,1.17812,-0.327017
0,34,employees,married,jun,intermediate,0,1,0,mon,3,0,nonexistent,2008,1.13262,1.17812,-0.446428
0,44,employees,single,jul,basic,0,1,1,mon,5,0,nonexistent,2008,1.13262,1.17812,-0.327017
0,43,employees,married,nov,high,0,1,0,mon,2,0,nonexistent,2008,0.723888,0.302869,0.124252
0,30,employees,married,jul,basic,0,0,1,wed,16,0,nonexistent,2008,1.13421,1.17812,-0.327017
0,52,employees,married,may,basic,0,0,0,fri,9,0,nonexistent,2008,1.07787,1.00307,0.605572
0,52,employees,divorced,nov,basic,0,0,0,thu,1,0,nonexistent,2008,0.662765,0.302869,0.124252
0,45,employees,single,may,basic,0,1,0,wed,2,0,nonexistent,2009,-0.822802,-0.689088,0.949409
0,32,employees,single,jul,high,0,0,0,wed,5,0,nonexistent,2008,1.13368,1.17812,-0.327017
0,81,employees,married,oct,basic,0,1,0,wed,2,0,nonexistent,2009,-1.11885,-1.62269,-3.917
0,43,employees,divorced,jul,basic,0,1,0,fri,2,0,nonexistent,2008,1.13421,1.17812,-0.327017
0,28,non-employed,single,may,basic,0,0,0,thu,8,0,nonexistent,2008,1.07947,1.00307,0.605572
0,47,executives,married,aug,high,0,1,0,wed,1,0,nonexistent,2008,1.13634,1.17812,-0.00703283
0,39,employees,married,jun,high,0,0,0,thu,2,0,nonexistent,2008,1.08266,1.17812,-0.446428
0,40,employees,divorced,jul,high,0,0,0,mon,10,0,nonexistent,2008,1.13368,1.17812,-0.327017
0,39,executives,married,may,basic,0,0,0,thu,1,0,nonexistent,2009,-0.798353,-0.689088,0.949409
0,52,employees,married,aug,high,0,1,0,tue,1,0,nonexistent,2008,1.13421,1.17812,-0.00703283
0,31,employees,married,aug,high,0,0,0,tue,5,0,nonexistent,2008,1.13421,1.17812,-0.00703283
0,41,executives,married,nov,intermediate,0,1,0,mon,2,0,nonexistent,2010,-0.951427,-0.280635,-3.98772
0,41,employees,married,jul,basic,0,0,0,wed,2,0,nonexistent,2008,1.13421,1.17812,-0.327017
0,42,employees,married,may,intermediate,0,1,0,wed,1,0,nonexistent,2008,1.0784,1.00307,0.605572
0,44,executives,married,sep,high,0,0,1,wed,1,2,failure,2010,-1.03594,-0.280635,0.596777
0,32,employees,single,may,intermediate,0,1,0,mon,11,0,nonexistent,2008,1.07787,1.00307,0.605572
0,74,non-employed,married,oct,high,0,0,0,mon,1,0,nonexistent,2010,-0.984381,-0.280635,-3.05486
0,31,employees,single,jul,basic,0,1,0,mon,4,0,nonexistent,2008,1.13368,1.17812,-0.327017
0,40,employees,married,jun,basic,0,0,0,wed,1,0,nonexistent,2008,1.08159,1.17812,-0.446428
0,41,employees,married,may,basic,0,1,0,tue,1,0,nonexistent,2009,-0.789317,-0.689088,0.949409
0,32,executives,married,aug,intermediate,0,0,0,mon,3,0,nonexistent,2008,1.13528,1.17812,-0.00703283
0,46,executives,divorced,nov,high,0,1,0,fri,1,0,nonexistent,2008,0.633532,0.302869,0.124252
0,46,employees,married,apr,intermediate,0,1,0,tue,1,0,nonexistent,2009,-0.747328,-0.689088,0.736121
0,36,executives,married,aug,high,0,0,0,tue,5,0,nonexistent,2008,1.13528,1.17812,-0.00703283
0,32,employees,divorced,nov,intermediate,0,1,0,tue,2,1,failure,2008,0.703691,0.302869,0.124252
0,41,employees,married,nov,basic,0,1,0,mon,1,0,nonexistent,2008,0.723888,0.302869,0.124252
0,42,executives,married,nov,basic,0,0,0,wed,2,0,nonexistent,2008,0.686151,0.302869,0.124252
0,29,employees,married,jun,intermediate,0,1,0,fri,3,0,nonexistent,2008,1.13209,1.17812,-0.446428
0,43,employees,married,nov,basic,0,0,0,thu,2,0,nonexistent,2008,0.662765,0.302869,0.124252
0,31,executives,married,jun,intermediate,0,1,0,fri,3,0,nonexistent,2008,1.13634,1.17812,-0.446428
0,42,employees,married,nov,basic,0,1,1,tue,1,0,nonexistent,2008,0.703691,0.302869,0.124252
0,33,employees,single,may,high,0,1,0,tue,1,2,failure,2009,-0.830775,-0.689088,0.949409
0,30,executives,married,aug,intermediate,0,1,0,wed,1,0,nonexistent,2008,1.13528,1.17812,-0.00703283
0,53,employees,married,apr,basic,0,1,0,fri,1,0,nonexistent,2009,-0.756895,-0.689088,0.736121
0,33,employees,divorced,aug,high,0,0,0,thu,1,0,nonexistent,2008,1.13368,1.17812,-0.00703283
0,33,executives,single,aug,intermediate,0,0,1,fri,5,0,nonexistent,2008,1.13581,1.17812,-0.00703283
0,36,employees,single,may,intermediate,0,1,0,thu,6,0,nonexistent,2008,1.07947,1.00307,0.605572
0,43,employees,married,may,intermediate,0,1,0,tue,3,0,nonexistent,2008,1.07734,1.00307,0.605572
0,38,employees,married,may,basic,0,0,0,wed,1,0,nonexistent,2008,1.0784,1.00307,0.605572
0,54,employees,married,jul,basic,0,0,0,mon,5,0,nonexistent,2008,1.13262,1.17812,-0.327017
0,35,employees,married,jun,basic,0,0,0,thu,1,0,nonexistent,2008,1.08266,1.17812,-0.446428
0,52,employees,married,aug,high,0,1,0,tue,1,0,nonexistent,2008,1.13581,1.17812,-0.00703283
0,38,employees,married,apr,basic,0,1,0,thu,1,1,failure,2009,-0.715437,-0.689088,0.736121
0,27,employees,single,may,high,0,0,0,mon,2,0,nonexistent,2008,1.07787,1.00307,0.605572
0,32,employees,married,sep,intermediate,0,1,0,mon,2,1,failure,2010,-1.03647,-0.280635,0.596777
0,38,executives,single,nov,high,0,1,0,thu,3,0,nonexistent,2008,0.662765,0.302869,0.124252
0,34,employees,married,jul,high,0,0,0,tue,1,0,nonexistent,2008,1.13315,1.17812,-0.327017
0,31,employees,married,may,basic,0,1,0,tue,5,1,failure,2009,-0.817487,-0.689088,0.949409
0,44,employees,married,apr,basic,0,0,0,fri,1,0,nonexistent,2009,-0.756895,-0.689088,0.736121
0,33,employees,single,jun,intermediate,0,0,0,mon,3,0,nonexistent,2008,1.08213,1.17812,-0.446428
0,39,employees,married,nov,intermediate,0,1,0,mon,1,0,nonexistent,2008,0.723888,0.302869,0.124252
0,38,executives,married,jun,intermediate,0,0,0,wed,1,0,nonexistent,2008,1.08159,1.17812,-0.446428
0,46,employees,married,may,basic,0,1,0,mon,5,0,nonexistent,2008,1.0784,1.00307,0.605572
0,37,employees,married,apr,basic,0,0,0,wed,2,1,failure,2009,-0.735635,-0.689088,0.736121
0,38,executives,single,may,high,0,1,1,tue,1,0,nonexistent,2008,1.07734,1.00307,0.605572
0,60,employees,divorced,jul,intermediate,0,1,0,fri,1,0,nonexistent,2008,1.13102,1.17812,-0.327017
0,26,employees,single,may,basic,0,1,1,wed,3,0,nonexistent,2009,-0.822802,-0.689088,0.949409
0,36,executives,married,jun,high,0,1,0,tue,1,0,nonexistent,2008,1.08159,1.17812,-0.446428
0,53,employees,married,jul,basic,0,1,0,tue,3,0,nonexistent,2008,1.13315,1.17812,-0.327017
0,48,executives,married,nov,intermediate,0,1,0,mon,2,0,nonexistent,2008,0.723888,0.302869,0.124252
0,52,executives,married,jul,intermediate,0,0,0,thu,1,0,nonexistent,2008,1.13368,1.17812,-0.327017
0,49,employees,married,may,basic,0,1,0,fri,1,0,nonexistent,2009,-0.805794,-0.689088,0.949409
0,36,employees,married,jun,intermediate,0,0,0,wed,17,0,nonexistent,2008,1.13209,1.17812,-0.446428
0,52,employees,single,nov,basic,0,0,0,thu,2,0,nonexistent,2009,-1.12417,-1.62269,-2.34202
0,31,employees,single,jun,intermediate,0,1,0,mon,2,0,nonexistent,2008,1.13315,1.17812,-0.446428
0,37,executives,divorced,apr,intermediate,0,0,1,fri,2,0,nonexistent,2009,-0.756895,-0.689088,0.736121
0,33,employees,divorced,aug,intermediate,0,1,0,fri,3,0,nonexistent,2008,1.13581,1.17812,-0.00703283
0,32,employees,divorced,jun,high,0,0,0,mon,10,0,nonexistent,2008,1.13262,1.17812,-0.446428
0,33,employees,married,nov,intermediate,0,1,1,wed,3,0,nonexistent,2008,0.686151,0.302869,0.124252
0,40,employees,married,may,basic,0,1,1,tue,1,0,nonexistent,2009,-0.817487,-0.689088,0.949409
0,32,executives,single,may,high,0,0,0,tue,2,0,nonexistent,2008,1.07787,1.00307,0.605572
0,32,employees,divorced,jul,basic,0,1,0,mon,3,0,nonexistent,2008,1.13262,1.17812,-0.327017
0,33,executives,married,jun,high,0,1,1,wed,2,0,nonexistent,2008,1.13368,1.17812,-0.446428
0,35,executives,single,jul,high,0,0,0,thu,1,0,nonexistent,2008,1.13156,1.17812,-0.327017
0,62,executives,married,aug,high,0,1,1,wed,2,0,nonexistent,2009,-1.03647,-1.33094,-3.18532
0,33,employees,single,may,intermediate,0,0,0,fri,5,0,nonexistent,2008,1.07681,1.00307,0.605572
0,56,employees,married,jun,high,0,1,0,tue,1,0,nonexistent,2009,-0.838216,-1.33094,0.0741196
0,38,employees,married,apr,high,0,1,0,tue,2,0,nonexistent,2009,-0.747328,-0.689088,0.736121
0,29,employees,single,jul,intermediate,0,1,1,wed,4,0,nonexistent,2008,1.13421,1.17812,-0.327017
0,34,executives,married,apr,intermediate,0,0,0,mon,3,0,nonexistent,2009,-0.756895,-0.689088,0.736121
0,31,executives,single,aug,high,0,1,0,mon,1,0,nonexistent,2008,1.13421,1.17812,-0.00703283
0,30,employees,single,may,intermediate,0,0,0,thu,3,0,nonexistent,2008,1.07681,1.00307,0.605572
0,28,employees,single,may,high,0,0,0,tue,1,2,failure,2009,-0.830775,-0.689088,0.949409
0,23,executives,single,may,intermediate,0,0,0,thu,2,1,failure,2009,-0.830775,-0.689088,0.949409
